produto,quantidade_produzida_kgs,valor_venda_medio,receita_total,custo_kg
alface,18.99,9.87,187.39,2.2
pimentão,183.93,10.8,1986.58,7.44
melão,158.61,9.84,1561.38,2.61
soja,148.46,16.26,2413.81,11.72
morango,123.31,7.95,980.05,2.15
abacaxi,135.35,13.46,1822.0,8.98
tomate,172.87,19.73,3411.26,3.15
arroz,78.07,19.98,1560.14,7.79
melancia,86.44,12.97,1121.11,6.41
morango,69.69,15.09,1051.71,10.04
trigo,82.5,13.48,1112.13,4.67
milho,49.55,23.75,1176.55,21.72
arroz,62.84,15.18,953.98,4.64
milho,147.5,16.84,2483.72,8.47
feijão,104.11,15.8,1644.46,3.55
melão,97.84,11.37,1112.43,10.34
soja,69.4,9.48,658.05,3.18
alface,198.12,16.11,3191.89,2.17
milho,70.27,12.56,882.29,3.48
milho,79.95,14.15,1131.46,8.64
melancia,50.83,7.22,366.81,3.6
feijão,75.45,13.41,1011.63,10.2
alface,115.42,14.65,1691.45,10.71
tomate,190.34,24.41,4646.47,16.98
melão,13.25,8.79,116.47,5.75
pimentão,187.92,5.67,1065.46,2.28
morango,51.94,7.34,381.3,4.93
trigo,81.28,24.52,1993.28,15.55
tomate,141.29,16.43,2321.99,9.11
trigo,126.01,21.08,2655.61,11.38
arroz,127.97,18.59,2378.87,17.75
feijão,61.76,8.89,548.81,4.76
milho,109.14,24.8,2706.49,23.17
melancia,172.99,10.62,1836.46,3.62
morango,180.37,7.67,1382.61,3.18
melancia,168.33,9.58,1612.3,3.62
melão,48.13,14.43,694.41,7.21
cenoura,165.06,12.09,1995.58,7.0
alface,73.43,7.36,540.23,2.71
soja,146.55,9.05,1325.92,8.0
melão,14.65,23.63,346.23,2.89
melancia,42.88,11.23,481.79,5.28
cenoura,10.46,11.47,119.97,7.48
tomate,44.15,20.19,891.42,18.87
morango,83.01,5.24,434.84,3.87
alface,26.91,9.03,243.13,5.27
feijão,85.34,20.44,1743.95,2.44
milho,57.11,24.19,1381.36,19.13
abacaxi,45.2,7.91,357.47,4.67
tomate,67.69,17.84,1207.85,5.06
soja,186.48,23.34,4353.02,9.76
melancia,68.33,17.97,1227.56,7.33
milho,23.86,20.26,483.43,3.17
morango,158.5,13.13,2080.62,11.21
cenoura,145.57,18.52,2695.72,11.02
milho,26.24,21.74,570.33,17.31
tomate,90.2,20.99,1893.03,14.17
batata,149.88,21.92,3285.85,19.6
soja,51.29,5.55,284.59,2.99
alface,162.07,23.74,3847.55,21.03
tomate,79.85,13.75,1097.91,3.04
melão,186.66,20.61,3846.52,5.81
melancia,93.25,22.06,2057.49,12.28
pimentão,138.64,9.99,1384.36,5.9
milho,34.99,14.3,500.51,7.2
alface,46.97,21.17,994.27,18.47
milho,103.93,15.43,1604.07,2.41
tomate,90.25,23.73,2142.0,23.23
melão,42.88,9.38,402.06,8.12
alface,29.19,8.91,260.17,5.29
cenoura,29.83,19.08,569.24,5.52
pimentão,167.16,9.91,1657.07,2.04
trigo,129.2,18.46,2385.12,11.6
trigo,8.66,9.2,79.72,7.11
melão,90.34,22.48,2030.99,17.33
morango,184.93,13.64,2521.48,3.6
arroz,106.97,24.04,2571.39,17.44
pimentão,13.82,13.11,181.17,7.38
milho,62.89,21.41,1346.25,10.39
abacaxi,98.13,12.08,1185.7,8.44
alface,51.2,13.27,679.36,5.8
abacaxi,23.13,18.55,429.15,10.78
abobrinha,48.17,6.63,319.24,2.68
soja,70.54,15.05,1061.89,9.77
milho,13.49,18.49,249.5,2.23
tomate,149.6,17.66,2641.2,12.69
melancia,31.28,19.26,602.46,4.69
tomate,185.48,19.33,3586.21,15.37
arroz,164.94,13.46,2219.89,11.86
tomate,81.21,16.38,1329.87,4.38
pimentão,111.36,19.35,2154.44,9.19
melão,6.18,8.1,50.04,2.95
trigo,50.64,10.98,555.82,5.89
milho,184.48,15.94,2940.41,2.92
cenoura,99.9,17.62,1760.31,2.9
morango,76.64,7.02,538.21,6.11
abacaxi,59.36,21.73,1289.78,3.88
pimentão,95.12,21.15,2011.43,16.08
arroz,155.05,18.42,2855.77,12.17
trigo,142.23,19.64,2792.96,7.35
arroz,186.48,7.11,1325.18,5.58
cenoura,193.7,10.71,2074.8,9.25
tomate,130.84,12.69,1660.8,5.09
melancia,35.02,18.6,651.47,9.91
trigo,187.19,10.72,2007.08,3.06
abacaxi,48.16,15.38,740.73,13.88
pimentão,135.19,9.57,1294.49,2.61
trigo,135.66,7.63,1034.4,2.73
tomate,64.9,22.85,1483.2,8.84
trigo,97.5,11.05,1077.72,3.2
pimentão,19.79,12.57,248.8,5.44
tomate,83.32,9.47,789.11,7.32
trigo,96.01,19.86,1907.12,2.11
alface,31.93,7.91,252.69,2.4
abobrinha,199.17,16.44,3274.02,3.42
feijão,60.18,21.73,1307.51,10.71
cenoura,72.98,23.97,1749.52,2.99
melancia,172.31,10.85,1869.86,8.52
feijão,162.92,24.74,4030.19,4.03
batata,86.18,15.56,1341.34,12.16
abacaxi,36.05,24.32,876.89,13.74
alface,180.55,21.12,3812.89,20.22
abobrinha,56.54,8.67,490.38,3.6
cenoura,22.5,23.74,534.19,18.17
abacaxi,177.58,8.07,1432.6,4.02
arroz,129.6,6.5,842.91,2.77
melancia,2.4,22.61,54.37,5.27
morango,80.83,8.63,697.81,5.3
cenoura,118.4,24.07,2849.77,8.57
arroz,70.02,10.14,709.8,2.44
batata,26.25,7.1,186.22,6.18
abacaxi,112.85,6.45,727.59,4.76
arroz,72.4,21.88,1584.15,13.15
tomate,67.33,13.66,919.64,4.25
arroz,175.12,11.89,2081.37,9.18
batata,108.68,9.56,1039.42,3.63
pimentão,101.89,18.94,1929.85,16.56
trigo,172.19,8.63,1485.17,3.68
batata,118.2,21.74,2569.1,13.98
abobrinha,152.41,9.67,1473.52,3.76
milho,198.37,20.34,4034.21,11.3
melancia,54.13,23.69,1282.6,19.81
trigo,182.16,11.55,2104.73,5.47
melancia,161.85,22.02,3564.57,17.19
morango,177.27,14.12,2502.37,11.97
trigo,56.34,12.03,677.89,6.88
pimentão,48.26,5.38,259.39,3.35
melão,110.42,15.82,1746.88,12.14
melão,4.02,10.64,42.78,5.06
tomate,52.83,23.78,1256.57,16.43
feijão,102.1,20.97,2141.33,3.55
feijão,108.57,19.12,2076.1,7.85
abobrinha,98.38,6.24,613.64,3.03
morango,17.27,23.32,402.8,17.78
morango,83.32,13.57,1130.87,12.49
abobrinha,123.33,20.12,2480.92,8.74
abobrinha,182.09,5.81,1057.75,3.38
soja,163.54,20.04,3277.92,10.25
abacaxi,112.38,21.95,2466.43,11.82
abacaxi,72.12,16.2,1168.65,6.13
pimentão,105.46,15.61,1646.37,14.37
alface,175.42,20.21,3545.71,12.52
pimentão,101.29,11.99,1214.64,7.38
alface,49.93,23.01,1148.63,14.57
melancia,104.17,17.51,1824.04,2.97
soja,31.24,5.57,174.09,2.65
pimentão,130.49,15.85,2068.46,11.82
cenoura,99.01,21.23,2101.89,5.57
cenoura,100.8,22.34,2251.59,17.08
tomate,125.16,19.82,2480.24,10.19
batata,69.43,6.49,450.66,5.55
cenoura,41.43,20.01,828.97,2.34
soja,177.47,17.5,3105.34,2.31
morango,115.53,10.46,1208.54,9.49
batata,36.74,17.8,654.22,15.58
arroz,125.48,17.43,2187.66,10.67
milho,174.15,24.73,4307.08,8.33
tomate,85.56,7.6,649.83,2.92
melão,7.45,10.11,75.36,4.15
melão,124.12,9.86,1223.43,3.51
morango,22.37,9.92,221.87,4.24
melão,190.37,10.57,2012.04,3.31
abacaxi,1.1,17.66,19.44,4.52
tomate,17.14,12.03,206.28,10.81
arroz,124.75,19.05,2376.37,9.59
arroz,108.71,12.01,1305.68,5.66
melão,196.64,17.39,3418.81,12.08
milho,44.57,21.11,941.0,11.03
abacaxi,137.02,12.13,1662.16,6.77
arroz,139.46,20.7,2886.75,15.4
soja,140.36,17.64,2475.67,15.16
alface,23.83,17.18,409.33,16.25
pimentão,96.89,24.62,2385.6,16.9
pimentão,142.15,6.88,977.48,3.22
melão,128.51,6.27,805.14,3.73
abobrinha,176.59,19.16,3382.66,16.15
trigo,118.06,24.43,2883.87,11.86
tomate,39.9,5.66,225.71,4.3
feijão,125.37,19.59,2455.87,11.87
abobrinha,151.49,9.2,1393.53,7.65
tomate,107.38,18.09,1943.03,11.75
alface,138.16,19.98,2760.03,12.73
melancia,6.36,10.93,69.44,7.25
cenoura,92.3,10.67,984.81,9.77
melancia,10.22,22.32,228.06,2.21
melão,173.0,20.18,3491.53,13.66
pimentão,18.58,16.19,300.92,2.33
arroz,67.3,15.3,1029.94,7.14
soja,77.74,6.73,523.5,3.41
soja,123.45,10.51,1297.22,2.56
abobrinha,91.52,11.88,1087.26,2.67
arroz,3.35,10.91,36.51,7.05
milho,124.77,11.25,1403.45,5.85
feijão,114.43,8.29,948.52,4.99
feijão,16.38,5.2,85.17,4.04
soja,61.22,10.32,631.47,4.09
trigo,106.21,22.15,2353.01,3.16
feijão,9.87,5.63,55.54,5.09
batata,141.37,12.83,1813.4,7.19
milho,121.18,17.78,2155.27,11.32
abacaxi,149.53,10.2,1525.36,7.77
alface,108.96,6.86,747.73,5.14
melão,119.91,20.18,2420.2,18.4
melão,198.78,9.73,1933.89,2.23
alface,178.15,6.29,1120.95,3.14
trigo,140.51,23.05,3239.04,5.18
morango,106.71,12.77,1362.36,5.57
tomate,174.2,15.55,2709.18,7.14
abacaxi,32.56,10.11,329.26,4.31
milho,154.97,10.46,1621.17,4.0
cenoura,94.52,20.23,1912.35,18.77
cenoura,98.5,14.66,1444.26,5.99
melancia,144.2,5.45,785.24,2.61
arroz,186.73,18.19,3396.8,15.8
cenoura,70.15,14.17,993.71,5.78
feijão,183.56,17.04,3128.76,10.1
melão,37.17,24.58,913.84,13.25
feijão,181.78,5.03,914.1,2.6
pimentão,151.62,17.3,2622.67,3.45
melancia,177.54,6.19,1099.52,2.03
abobrinha,161.04,24.3,3912.99,10.04
soja,55.37,16.38,906.98,14.47
alface,178.39,20.21,3604.74,16.71
melão,171.82,7.14,1227.19,4.33
arroz,19.25,21.92,421.93,8.46
batata,107.65,5.25,565.17,2.35
abacaxi,133.95,24.11,3229.37,6.67
soja,7.75,9.08,70.37,7.85
batata,153.97,10.83,1667.54,3.94
feijão,144.3,16.34,2358.13,4.53
abobrinha,187.27,12.55,2350.66,6.66
trigo,171.28,19.43,3328.85,18.0
batata,4.02,14.06,56.53,3.64
feijão,126.99,7.75,984.22,4.58
morango,30.41,9.55,290.29,5.37
batata,60.05,11.16,670.25,8.25
milho,100.92,7.57,763.93,4.28
milho,67.44,14.52,979.25,8.33
melão,64.71,11.28,730.05,9.31
milho,24.78,5.03,124.75,3.36
feijão,63.61,13.99,889.78,5.55
abobrinha,96.07,11.07,1063.81,6.3
feijão,5.93,16.87,100.12,14.1
melancia,12.95,24.74,320.48,12.6
alface,85.88,7.29,626.15,3.11
alface,54.39,9.12,495.8,8.33
melancia,103.63,24.51,2539.59,23.13
alface,196.14,16.31,3198.48,13.69
batata,181.12,5.78,1046.02,3.03
melão,27.07,6.88,186.11,6.22
trigo,199.76,9.93,1983.97,3.14
trigo,63.23,15.14,957.1,10.32
soja,34.21,18.27,624.9,8.06
abobrinha,163.61,20.61,3371.99,6.98
alface,100.81,13.1,1320.53,6.09
alface,142.87,17.98,2568.71,7.8
soja,143.24,7.57,1084.73,3.37
arroz,98.55,24.04,2368.67,16.54
alface,108.37,9.33,1011.31,5.94
milho,89.65,8.74,783.92,6.15
melão,191.65,7.23,1385.53,3.29
alface,77.76,11.95,929.59,10.87
tomate,167.98,20.01,3361.18,2.29
alface,47.07,8.8,414.08,5.63
abobrinha,154.46,21.0,3243.88,3.47
abacaxi,143.01,11.36,1624.61,4.93
trigo,66.03,8.04,530.8,7.46
arroz,3.15,15.44,48.6,8.41
abobrinha,131.53,8.37,1101.38,2.28
trigo,3.83,23.29,89.27,5.37
trigo,84.57,11.02,931.64,5.05
abacaxi,142.87,9.12,1302.88,7.05
soja,81.0,20.63,1671.36,19.36
morango,80.49,8.68,698.38,3.29
milho,117.72,15.38,1810.26,14.79
abobrinha,117.62,21.54,2533.73,9.86
feijão,25.28,13.3,336.22,5.46
arroz,33.49,8.4,281.15,2.03
melancia,193.68,14.19,2749.03,5.8
batata,79.63,16.1,1281.64,11.06
melancia,28.28,23.19,655.86,12.06
batata,118.78,19.35,2298.0,14.96
morango,140.87,11.45,1613.02,4.18
feijão,65.59,15.54,1019.18,11.0
abacaxi,79.26,14.87,1178.31,2.02
batata,58.69,15.01,881.1,7.1
pimentão,5.33,21.53,114.77,11.56
feijão,178.48,13.04,2327.53,12.18
tomate,61.59,17.47,1075.85,12.88
pimentão,140.83,10.87,1530.73,5.19
trigo,101.09,6.25,632.3,3.8
cenoura,25.85,17.64,456.14,4.4
melão,160.01,6.5,1040.71,3.74
pimentão,35.43,8.58,304.05,2.61
alface,77.84,13.3,1035.44,12.11
pimentão,141.15,14.91,2104.98,8.4
abobrinha,52.79,9.55,504.03,7.32
cenoura,34.14,14.41,491.85,11.15
abacaxi,1.38,15.16,20.88,11.92
milho,171.37,21.4,3666.84,16.83
abacaxi,182.01,10.7,1947.0,2.01
batata,103.05,18.26,1881.26,3.99
melão,136.93,19.45,2663.85,4.29
cenoura,48.4,23.55,1139.73,22.22
cenoura,19.56,10.06,196.79,3.24
morango,112.03,18.23,2042.19,11.4
feijão,29.36,8.78,257.67,3.61
melão,93.71,24.96,2338.64,24.37
alface,25.96,12.42,322.41,3.91
cenoura,118.04,19.71,2326.95,3.14
feijão,131.93,16.31,2152.07,10.49
trigo,180.79,7.67,1386.63,5.95
melancia,184.46,16.22,2991.06,8.18
melancia,70.94,6.91,489.88,2.7
trigo,33.63,16.83,566.05,8.06
feijão,168.81,5.71,964.18,4.86
trigo,188.83,21.12,3987.59,10.44
morango,155.98,7.21,1125.26,5.03
melancia,97.12,19.11,1856.06,12.42
arroz,113.71,9.19,1044.8,8.06
milho,13.16,11.28,148.49,8.92
melão,22.47,23.83,535.59,8.27
melão,39.65,8.17,324.08,3.1
tomate,118.42,17.41,2061.89,10.47
batata,36.95,9.33,344.72,8.35
batata,64.86,21.42,1389.4,15.67
cenoura,4.13,24.18,99.74,8.42
arroz,107.35,24.33,2611.99,17.03
alface,98.25,6.95,682.81,5.07
soja,32.33,19.81,640.63,15.71
abacaxi,5.84,22.85,133.36,11.17
pimentão,107.6,21.31,2293.17,11.18
melão,197.48,24.44,4826.1,21.03
trigo,171.51,19.12,3278.77,2.34
soja,97.52,20.28,1977.48,16.62
tomate,45.94,19.44,893.15,10.41
melão,197.96,9.59,1897.42,7.38
abacaxi,128.71,24.14,3106.59,5.78
trigo,8.44,18.27,154.09,14.05
pimentão,83.85,5.73,480.84,3.75
arroz,128.34,7.86,1008.86,7.08
abacaxi,112.29,7.9,887.39,5.83
soja,94.4,5.94,560.74,3.67
cenoura,141.01,6.95,980.58,5.61
abacaxi,82.17,13.73,1127.94,7.07
trigo,10.4,18.6,193.39,3.65
melancia,154.41,15.49,2391.39,3.6
melancia,122.81,12.51,1535.85,5.9
trigo,8.94,21.13,188.99,17.48
melancia,72.29,6.28,454.01,5.73
soja,136.59,20.95,2862.25,16.5
melancia,61.03,16.7,1019.37,7.71
milho,112.79,15.05,1696.94,2.71
pimentão,101.08,7.52,760.5,6.07
milho,35.2,10.01,352.29,8.26
morango,65.92,5.14,338.84,4.46
alface,57.05,13.25,756.18,9.96
arroz,197.88,22.0,4352.77,18.56
trigo,78.72,8.7,684.59,5.02
batata,85.48,6.6,564.12,4.6
melão,96.07,24.17,2322.39,16.53
trigo,11.26,13.58,152.97,7.93
abacaxi,169.93,23.72,4031.21,15.63
trigo,118.74,19.01,2257.56,8.42
alface,84.65,10.97,928.57,9.15
cenoura,167.95,20.89,3508.39,18.58
pimentão,22.66,14.45,327.49,13.84
feijão,135.58,20.75,2813.82,7.71
soja,142.26,19.53,2777.93,2.02
batata,164.77,5.35,881.79,3.76
trigo,56.49,20.35,1149.56,10.89
melão,99.98,19.91,1991.06,10.67
tomate,120.8,5.46,659.72,3.74
batata,181.68,12.51,2273.12,4.66
batata,165.06,20.6,3399.73,9.29
cenoura,138.75,8.17,1134.19,5.72
arroz,101.1,8.4,849.32,3.82
milho,64.53,23.76,1533.42,4.78
arroz,37.12,20.47,759.59,6.76
soja,179.5,17.22,3091.59,6.76
abacaxi,96.58,22.41,2164.16,11.25
tomate,144.7,11.69,1691.62,8.5
abacaxi,17.03,19.11,325.39,3.7
pimentão,92.3,18.9,1744.65,12.74
alface,135.87,17.44,2369.56,16.09
trigo,170.15,15.81,2690.81,5.51
milho,58.77,9.34,549.23,7.74
arroz,21.6,21.59,466.43,4.79
abobrinha,65.9,15.81,1041.98,10.45
cenoura,188.89,22.18,4190.5,14.34
melão,145.06,13.9,2016.7,6.04
morango,101.12,13.03,1317.5,6.87
abobrinha,57.26,9.84,563.14,2.2
abacaxi,98.5,5.07,499.46,2.75
tomate,141.68,16.29,2307.4,10.09
feijão,110.59,11.84,1309.42,2.09
feijão,27.36,14.66,401.09,4.94
melão,196.5,22.38,4397.47,16.0
trigo,154.68,9.97,1541.89,8.79
tomate,102.38,16.96,1736.07,5.76
cenoura,121.15,17.97,2177.01,7.27
cenoura,46.01,13.57,624.42,7.03
melão,97.88,21.37,2091.69,5.87
pimentão,24.2,21.46,519.29,7.59
abobrinha,108.75,17.79,1934.75,2.87
alface,91.79,23.7,2175.41,12.6
arroz,94.85,19.42,1842.09,16.4
melão,95.1,21.43,2038.26,6.94
pimentão,146.04,20.12,2938.98,11.23
melão,138.36,22.21,3073.34,3.81
milho,3.62,22.26,80.51,5.42
soja,182.56,15.22,2777.65,13.42
arroz,64.24,12.59,808.44,3.15
tomate,68.16,5.2,354.21,4.52
morango,8.53,13.34,113.79,10.36
trigo,176.03,21.94,3861.67,4.76
pimentão,165.31,5.0,826.86,3.71
trigo,144.11,14.21,2047.39,6.09
pimentão,103.67,15.1,1565.9,13.74
abacaxi,47.44,20.04,950.77,4.02
pimentão,144.66,8.57,1239.09,5.14
pimentão,122.46,8.92,1092.6,6.2
arroz,19.55,7.55,147.65,2.75
abobrinha,101.88,21.68,2209.09,6.42
abacaxi,76.17,21.51,1638.61,4.24
abacaxi,57.73,10.6,611.97,3.13
feijão,144.49,18.83,2721.2,9.78
abobrinha,174.57,20.72,3617.1,12.02
batata,185.77,21.19,3937.07,6.47
soja,145.96,17.29,2523.35,16.78
alface,106.76,5.16,551.03,3.89
alface,62.22,19.86,1235.6,14.47
morango,54.55,17.01,928.01,14.21
feijão,177.27,8.75,1551.82,2.5
trigo,152.51,12.46,1900.03,2.42
soja,44.79,21.88,979.76,17.9
melancia,135.15,14.77,1995.56,8.93
abacaxi,167.84,10.79,1811.56,7.13
milho,76.36,8.75,668.49,7.26
alface,5.05,8.27,41.77,6.54
batata,160.9,8.46,1361.14,2.6
melancia,39.72,24.33,966.33,5.09
feijão,127.6,9.62,1227.54,2.8
trigo,172.06,9.4,1617.74,6.03
trigo,26.76,16.85,450.96,6.31
alface,101.51,22.03,2236.79,12.9
abacaxi,187.27,14.98,2804.96,8.26
abobrinha,8.6,19.75,169.78,17.06
melancia,7.79,6.03,46.93,2.11
cenoura,58.26,5.95,346.43,2.91
arroz,124.25,5.98,743.19,2.95
batata,65.38,23.31,1523.91,18.08
pimentão,161.62,15.53,2509.37,7.03
trigo,110.38,20.76,2291.9,12.7
milho,90.27,5.47,493.86,3.0
feijão,136.4,20.01,2728.83,13.37
morango,102.06,18.28,1865.32,4.59
melão,168.77,5.23,882.39,2.09
pimentão,8.97,23.41,210.05,9.16
arroz,119.64,19.37,2317.87,2.89
feijão,72.57,19.91,1445.23,13.37
cenoura,134.08,10.9,1462.1,10.28
alface,165.68,18.1,2998.22,4.38
feijão,71.49,8.76,626.45,7.55
tomate,3.43,6.59,22.63,5.77
feijão,72.36,16.7,1208.71,5.34
alface,136.09,11.36,1545.91,4.51
abacaxi,189.51,10.27,1945.67,9.47
feijão,174.18,13.56,2361.43,2.2
pimentão,80.62,19.61,1581.11,6.41
melão,186.67,23.25,4339.84,13.06
milho,131.78,7.01,924.29,5.87
melancia,93.06,6.42,597.28,4.95
alface,26.35,23.8,627.1,4.3
tomate,76.88,22.23,1708.81,15.76
batata,156.05,5.48,854.43,4.16
morango,12.17,8.89,108.19,7.92
tomate,87.79,21.17,1858.58,19.07
abobrinha,66.61,17.84,1188.22,5.14
cenoura,109.93,11.78,1295.18,8.1
cenoura,98.0,14.61,1431.69,9.81
morango,26.9,12.85,345.72,10.04
tomate,196.96,20.14,3966.84,2.48
arroz,138.8,14.97,2077.93,11.06
abobrinha,128.33,23.92,3069.61,10.87
soja,57.29,8.14,466.31,5.46
feijão,15.56,22.13,344.3,12.78
tomate,188.34,6.77,1275.06,4.92
melancia,168.17,6.54,1100.66,5.91
abacaxi,172.0,15.2,2614.02,4.94
cenoura,147.39,19.72,2906.53,12.0
melancia,173.7,21.35,3708.93,15.52
morango,131.12,6.8,891.09,2.1
feijão,167.22,8.97,1499.6,5.4
trigo,113.44,13.14,1490.97,10.77
batata,95.13,13.49,1283.02,9.03
soja,154.55,17.88,2763.74,8.58
alface,21.8,21.79,474.98,7.14
feijão,96.63,21.1,2038.63,5.52
melão,109.42,15.21,1664.0,11.23
cenoura,43.43,17.92,778.01,11.26
feijão,88.84,14.01,1244.23,6.59
abacaxi,74.72,5.47,408.58,2.8
abacaxi,120.27,20.8,2502.11,13.51
arroz,27.27,15.15,413.19,9.91
milho,89.15,11.95,1065.28,6.04
arroz,90.0,12.34,1110.67,6.68
morango,190.35,11.97,2278.05,4.12
trigo,130.81,16.66,2179.41,7.26
tomate,46.1,6.69,308.21,3.68
pimentão,66.75,13.39,893.8,3.77
soja,69.86,23.32,1629.39,22.48
melancia,64.79,7.02,454.74,3.69
pimentão,192.81,12.31,2372.57,6.38
abacaxi,194.12,20.61,4001.36,6.73
morango,104.7,7.77,813.38,6.81
abobrinha,16.78,20.36,341.78,15.53
morango,9.44,11.28,106.46,10.64
morango,65.85,9.7,638.8,5.27
batata,134.07,13.92,1866.07,5.87
abobrinha,57.73,14.22,820.8,4.19
alface,44.98,22.51,1012.43,7.55
trigo,144.83,9.53,1380.53,3.64
arroz,127.12,5.85,743.77,2.72
feijão,122.25,21.95,2683.13,11.99
melancia,80.02,22.77,1821.91,17.07
alface,1.79,9.19,16.44,3.67
abobrinha,179.21,19.81,3550.11,18.87
melão,183.62,20.83,3824.25,15.81
melão,168.22,12.75,2144.54,3.45
abacaxi,26.62,14.59,388.38,9.82
pimentão,3.92,6.0,23.51,3.09
abacaxi,115.8,10.89,1260.62,6.92
milho,156.34,19.58,3060.48,6.14
abobrinha,80.12,21.12,1692.34,14.28
abacaxi,78.31,13.59,1064.01,12.91
melancia,123.59,23.51,2904.96,3.29
arroz,65.39,16.55,1082.3,10.5
alface,33.62,17.66,593.76,15.38
cenoura,128.96,21.89,2822.75,11.87
alface,83.16,18.27,1519.17,3.26
alface,57.04,15.6,890.06,9.21
feijão,153.49,15.24,2339.18,4.28
morango,169.36,20.51,3473.81,12.15
melancia,191.37,16.64,3184.14,5.84
soja,132.08,23.28,3074.79,10.15
abobrinha,191.95,22.37,4294.0,4.38
tomate,28.08,7.84,220.07,3.81
melancia,137.0,19.55,2677.79,14.52
milho,35.45,5.69,201.81,4.6
morango,139.94,8.58,1201.28,2.37
abacaxi,41.94,11.15,467.67,7.18
soja,104.04,21.69,2256.43,4.58
feijão,162.59,22.75,3698.72,18.85
batata,25.14,10.67,268.12,2.83
alface,72.63,12.1,879.13,9.76
melão,10.98,24.3,266.8,13.14
milho,35.94,7.08,254.48,3.51
soja,118.19,22.44,2651.97,14.3
pimentão,136.62,11.91,1627.4,5.66
trigo,45.79,16.82,770.06,16.03
abacaxi,70.17,23.34,1638.0,3.53
trigo,3.02,8.21,24.83,3.01
milho,85.55,15.28,1307.03,9.33
alface,155.81,16.63,2591.23,13.11
abacaxi,146.59,24.06,3526.55,17.38
soja,28.25,19.29,544.89,11.31
alface,71.07,8.43,599.36,5.34
milho,30.8,17.51,539.15,4.6
soja,80.85,9.54,771.53,5.46
melancia,155.68,6.86,1068.35,5.31
abobrinha,107.69,21.91,2359.71,18.16
arroz,12.43,17.4,216.26,13.35
batata,47.55,17.78,845.57,4.38
batata,87.43,13.26,1159.14,5.28
cenoura,81.92,23.45,1920.87,17.87
melancia,137.7,24.08,3315.38,10.3
abacaxi,194.61,5.95,1157.86,3.75
soja,96.38,15.51,1494.78,13.49
melão,113.8,24.19,2753.37,16.17
feijão,156.31,6.99,1092.3,2.65
morango,134.0,17.55,2352.34,5.99
abacaxi,155.29,17.26,2679.59,7.75
abacaxi,92.44,10.63,982.68,8.41
pimentão,15.22,15.19,231.24,14.22
melancia,170.86,13.68,2337.86,13.02
tomate,166.63,19.61,3266.83,2.78
alface,31.77,17.42,553.44,15.18
tomate,108.64,9.48,1029.6,7.2
pimentão,85.11,12.51,1064.91,6.16
morango,55.07,18.24,1004.18,17.53
arroz,144.83,8.64,1251.76,2.16
abobrinha,111.64,13.11,1463.97,2.12
abobrinha,106.58,21.35,2275.24,16.43
morango,183.58,7.92,1453.69,3.82
morango,137.69,20.3,2795.63,18.84
alface,88.39,12.14,1072.89,4.08
tomate,76.63,12.02,921.41,6.31
batata,160.43,12.86,2063.01,4.33
milho,84.83,22.54,1912.07,5.84
abacaxi,18.13,11.38,206.34,4.89
melão,84.11,22.24,1870.97,6.57
arroz,75.16,19.9,1495.36,16.47
trigo,11.79,5.18,61.05,2.7
arroz,3.82,24.9,95.01,8.62
abacaxi,64.93,7.98,518.26,3.46
pimentão,121.16,22.11,2678.64,12.88
batata,112.01,17.95,2010.72,11.25
soja,137.55,7.37,1014.2,5.18
cenoura,63.26,24.06,1522.41,12.39
melão,83.89,8.72,731.83,6.76
soja,98.07,16.15,1583.49,11.79
melão,84.83,21.85,1853.66,9.76
morango,99.63,6.46,643.34,2.3
feijão,152.39,17.08,2602.75,16.41
cenoura,44.99,6.52,293.22,5.4
alface,150.7,24.48,3688.78,12.99
cenoura,96.38,7.93,764.36,3.81
tomate,192.15,7.16,1376.11,6.13
milho,194.29,23.21,4509.15,20.15
milho,67.62,17.7,1196.6,4.41
feijão,61.73,23.86,1473.0,13.79
cenoura,117.84,19.3,2274.72,10.29
morango,24.75,14.72,364.26,4.19
arroz,197.24,14.59,2877.96,6.5
cenoura,175.62,7.15,1255.81,6.51
melancia,121.97,24.41,2977.14,12.07
arroz,147.79,18.0,2660.36,7.99
abobrinha,65.44,18.22,1192.25,7.33
abobrinha,152.28,14.87,2264.67,8.4
melão,21.5,15.62,335.87,8.75
milho,115.61,20.03,2315.21,16.5
morango,138.74,5.37,744.57,2.77
abacaxi,182.02,6.95,1264.26,4.45
melão,97.38,13.31,1296.54,2.37
alface,53.72,19.21,1031.74,7.97
abacaxi,104.64,12.83,1342.26,5.22
tomate,88.12,23.36,2058.55,15.6
abobrinha,72.26,23.31,1684.3,10.36
abacaxi,58.48,23.84,1394.1,20.93
morango,31.98,12.01,384.04,3.33
melancia,178.39,24.3,4334.8,6.01
cenoura,105.83,7.2,761.58,5.45
tomate,6.2,19.97,123.81,19.12
milho,49.69,8.6,427.26,2.85
feijão,104.25,16.19,1687.72,14.64
abacaxi,31.62,19.3,610.21,6.48
morango,81.39,12.56,1021.98,9.52
milho,160.12,23.11,3700.33,10.65
melão,156.11,20.31,3170.96,17.67
abacaxi,159.33,24.12,3842.64,13.38
pimentão,82.17,8.74,718.03,4.22
cenoura,31.47,12.31,387.25,7.39
abobrinha,166.76,10.11,1685.29,5.39
soja,37.26,11.26,419.47,10.06
feijão,150.52,22.03,3315.98,17.35
